user_id,age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase,time_on_site_hours,age_group,engagement_score,engagement_level,funnel_stage,customer_stage,customer_recommendation,predicted_buyer,buyer_label
4975,48,Male,Mobile,25.02,15,6,3,1,1,0,14.3,12.53,1,0.42,Senior Users,0.57,Medium,Highly Interested User,Interested Users,Recommend Popular Products,1,Buyer
4976,52,Male,Mobile,23.95,18,2,4,1,0,1,14.94,3.8,1,0.4,Senior Users,0.666,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
4977,23,Male,Mobile,21.93,19,12,9,0,0,0,30.57,56.05,1,0.37,Young Adults,0.946,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
4978,22,Female,Mobile,11.41,7,13,0,0,1,0,14.2,69.99,1,0.19,Young Adults,0.187,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
4979,39,Male,Desktop,4.55,19,14,9,1,0,0,3.69,52.82,1,0.08,Mid-Age Users,0.83,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
4980,40,Female,Desktop,7.29,5,11,0,1,1,1,5.87,33.96,1,0.12,Mid-Age Users,0.128,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
4981,42,Male,Tablet,26.08,18,13,7,0,1,1,21.44,36.14,1,0.43,Mid-Age Users,0.847,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
4982,51,Male,Mobile,25.86,1,10,6,1,0,1,35.2,14.96,1,0.43,Senior Users,0.522,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
4983,43,Male,Mobile,28.6,12,3,4,0,1,1,21.17,31.17,1,0.48,Mid-Age Users,0.602,Medium,Active Browser,High Intent Users,Offer Fast Checkout Discount,1,Buyer
4984,22,Female,Desktop,3.2,6,0,8,0,0,0,3.68,75.89,1,0.05,Young Adults,0.561,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
4985,43,Female,Desktop,16.57,13,8,0,0,1,0,22.11,49.91,1,0.28,Mid-Age Users,0.316,Low,Active Browser,Interested Users,Recommend Popular Products,0,Non-Buyer
4986,37,Female,Desktop,19.81,17,13,2,0,1,0,17.58,89.08,0,0.33,Mid-Age Users,0.512,Medium,Highly Interested User,Low Retention Users,Send Personalized Offers,0,Non-Buyer
4987,23,Female,Mobile,21.61,9,9,5,1,1,0,12.13,16.8,1,0.36,Young Adults,0.564,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
4988,23,Female,Mobile,19.67,1,9,0,0,1,1,24.76,44.24,1,0.33,Young Adults,0.147,Low,Visitor,Casual Visitors,Recommend Popular Products,0,Non-Buyer
4989,35,Male,Mobile,23.33,12,1,5,1,0,1,12.13,70.16,1,0.39,Adults,0.623,Medium,Active Browser,Low Retention Users,Send Personalized Offers,1,Buyer
4990,21,Male,Mobile,11.42,1,9,1,1,0,0,15.2,27.23,1,0.19,Young Adults,0.147,Low,Visitor,Casual Visitors,Recommend Popular Products,0,Non-Buyer
4991,34,Female,Mobile,6.2,4,6,9,1,1,1,14.3,26.68,1,0.1,Adults,0.604,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
4992,31,Female,Desktop,6.93,7,7,4,0,0,1,9.02,10.56,1,0.12,Adults,0.379,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
4993,31,Male,Mobile,1.35,5,13,9,0,0,0,1.41,89.29,1,0.02,Adults,0.588,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
4994,30,Female,Mobile,11.16,5,3,1,0,1,1,9.59,17.25,1,0.19,Adults,0.209,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
4995,24,Male,Desktop,3.66,7,10,0,1,1,0,5.12,97.01,1,0.06,Young Adults,0.135,Low,Product Explorer,Low Retention Users,Send Personalized Offers,0,Non-Buyer
4996,32,Female,Mobile,10.32,17,10,3,1,1,1,13.08,44.88,1,0.17,Adults,0.504,Medium,Highly Interested User,Interested Users,Recommend Popular Products,1,Buyer
4997,36,Male,Desktop,19.22,12,14,1,0,0,0,11.16,98.18,1,0.32,Mid-Age Users,0.373,Medium,Active Browser,Low Retention Users,Send Personalized Offers,0,Non-Buyer
4998,52,Female,Mobile,26.94,15,9,8,1,1,0,38.54,4.04,1,0.45,Senior Users,0.861,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
4999,34,Female,Mobile,25.35,3,0,2,0,1,0,24.51,56.71,1,0.42,Adults,0.327,Low,Visitor,Casual Visitors,Recommend Popular Products,0,Non-Buyer
5000,52,Male,Tablet,8.33,17,4,8,0,1,0,5.41,69.08,1,0.14,Senior Users,0.768,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
5001,36,Male,Tablet,4.89,14,9,3,1,0,0,6.22,51.63,1,0.08,Mid-Age Users,0.42,Medium,Active Browser,Interested Users,Recommend Popular Products,1,Buyer
5003,53,Female,Desktop,29.16,15,5,6,0,0,0,34.2,53.84,1,0.49,Senior Users,0.765,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
5004,52,Male,Mobile,16.93,15,6,6,0,0,0,20.22,14.95,1,0.28,Senior Users,0.683,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
5005,49,Female,Mobile,6.29,19,0,5,1,0,1,4.39,53.19,1,0.1,Senior Users,0.62,Medium,Highly Interested User,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5006,57,Male,Mobile,25.38,11,12,7,1,0,1,37.33,54.17,1,0.42,Senior Users,0.732,High,Active Browser,Highly Engaged Users,Recommend Premium Products,1,Buyer
5007,41,Male,Mobile,12.46,9,3,5,1,1,1,7.55,35.56,1,0.21,Mid-Age Users,0.503,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5008,34,Female,Desktop,27.08,10,11,8,1,1,1,29.94,60.75,1,0.45,Adults,0.783,High,Active Browser,Highly Engaged Users,Recommend Premium Products,1,Buyer
5009,24,Male,Desktop,8.56,9,4,4,0,0,0,5.53,41.19,1,0.14,Young Adults,0.421,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5010,18,Not Specified,Tablet,12.4,3,4,2,0,0,0,17.08,75.52,1,0.21,Young Adults,0.241,Low,Visitor,Low Retention Users,Send Personalized Offers,0,Non-Buyer
5011,52,Female,Desktop,15.64,1,6,4,0,0,1,10.53,3.82,1,0.26,Senior Users,0.342,Low,Visitor,High Intent Users,Offer Fast Checkout Discount,0,Non-Buyer
5012,49,Male,Mobile,26.89,11,3,3,0,0,1,25.3,1.0,1,0.45,Senior Users,0.52,Medium,Active Browser,Interested Users,Recommend Popular Products,1,Buyer
5013,53,Male,Desktop,26.19,16,9,2,0,1,1,15.37,52.39,1,0.44,Senior Users,0.538,Medium,Highly Interested User,Interested Users,Recommend Popular Products,0,Non-Buyer
5014,30,Male,Tablet,17.66,3,6,0,0,1,0,16.74,98.92,1,0.29,Adults,0.165,Low,Visitor,Low Retention Users,Send Personalized Offers,0,Non-Buyer
5015,23,Male,Desktop,7.43,9,7,7,0,0,0,3.75,44.55,1,0.12,Young Adults,0.581,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5016,31,Female,Desktop,12.7,11,1,3,0,1,1,11.98,1.19,1,0.21,Adults,0.425,Medium,Active Browser,Interested Users,Recommend Popular Products,1,Buyer
5017,54,Male,Tablet,29.29,17,13,2,1,1,0,34.79,31.71,1,0.49,Senior Users,0.575,Medium,Highly Interested User,Interested Users,Recommend Popular Products,0,Non-Buyer
5018,32,Female,Mobile,18.63,1,0,3,1,0,0,12.72,46.73,1,0.31,Adults,0.307,Low,Visitor,Casual Visitors,Recommend Popular Products,0,Non-Buyer
5019,21,Male,Mobile,23.65,9,12,0,0,0,0,24.9,90.11,1,0.39,Young Adults,0.3,Low,Product Explorer,Low Retention Users,Send Personalized Offers,0,Non-Buyer
5020,57,Female,Desktop,14.05,3,9,5,1,0,1,13.69,12.13,1,0.23,Senior Users,0.419,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5021,33,Male,Tablet,16.43,10,9,2,0,1,0,13.72,92.44,1,0.27,Adults,0.379,Medium,Active Browser,Low Retention Users,Send Personalized Offers,0,Non-Buyer
5022,45,Female,Mobile,13.44,5,0,7,0,0,1,15.74,94.02,1,0.22,Mid-Age Users,0.557,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
5023,33,Male,Mobile,21.38,11,12,9,1,0,1,31.97,64.1,1,0.36,Adults,0.816,High,Active Browser,Highly Engaged Users,Recommend Premium Products,1,Buyer
5024,21,Male,Desktop,25.69,5,0,4,0,1,1,36.94,22.52,1,0.43,Young Adults,0.472,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5025,43,Male,Mobile,15.71,9,8,8,1,0,0,23.1,53.67,1,0.26,Mid-Age Users,0.691,High,Product Explorer,Highly Engaged Users,Recommend Premium Products,1,Buyer
5026,45,Male,Desktop,14.95,14,3,8,0,1,0,7.78,81.67,1,0.25,Mid-Age Users,0.765,High,Active Browser,Low Retention Users,Send Personalized Offers,1,Buyer
5027,49,Female,Mobile,10.87,12,8,1,0,0,0,8.22,35.8,1,0.18,Senior Users,0.317,Low,Active Browser,Interested Users,Recommend Popular Products,0,Non-Buyer
5028,19,Female,Mobile,6.14,19,6,4,1,1,1,14.3,90.53,1,0.1,Young Adults,0.563,Medium,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
5029,48,Male,Mobile,28.24,9,14,6,1,1,1,15.48,8.69,1,0.47,Senior Users,0.664,High,Product Explorer,Highly Engaged Users,Recommend Premium Products,1,Buyer
5031,25,Male,Mobile,24.22,16,12,9,1,0,1,27.91,99.32,1,0.4,Young Adults,0.914,High,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
5032,41,Male,Mobile,15.73,7,1,2,1,0,1,32.25,58.39,1,0.26,Mid-Age Users,0.327,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
5033,32,Female,Mobile,23.94,14,1,6,1,0,1,18.57,59.03,1,0.4,Adults,0.714,High,Active Browser,Highly Engaged Users,Recommend Premium Products,1,Buyer
5034,48,Female,Mobile,28.17,8,11,6,1,0,1,35.61,23.99,1,0.47,Senior Users,0.647,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5035,26,Female,Mobile,19.08,18,4,3,1,1,1,22.14,85.76,1,0.32,Adults,0.578,Medium,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
5036,56,Male,Mobile,27.04,3,14,6,0,0,0,30.11,42.91,1,0.45,Senior Users,0.561,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5037,19,Male,Mobile,5.86,2,9,7,0,0,1,7.28,79.35,1,0.1,Young Adults,0.46,Medium,Visitor,Low Retention Users,Send Personalized Offers,1,Buyer
5038,25,Female,Desktop,19.17,5,0,2,1,0,1,14.45,81.07,1,0.32,Young Adults,0.318,Low,Product Explorer,Low Retention Users,Send Personalized Offers,0,Non-Buyer
5039,24,Male,Mobile,23.4,8,6,1,0,1,1,19.63,17.49,1,0.39,Young Adults,0.338,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
5040,56,Female,Mobile,8.88,19,14,8,0,0,0,9.42,50.18,1,0.15,Senior Users,0.804,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
5041,59,Female,Desktop,22.48,9,10,6,1,1,0,21.11,38.4,1,0.37,Senior Users,0.625,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5042,33,Female,Mobile,23.58,2,6,0,1,1,1,28.81,15.48,1,0.39,Adults,0.189,Low,Visitor,Casual Visitors,Recommend Popular Products,0,Non-Buyer
5043,52,Female,Tablet,25.1,15,10,9,1,0,0,32.65,12.34,1,0.42,Senior Users,0.904,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
5044,47,Female,Desktop,10.07,8,7,9,0,0,1,10.35,4.58,1,0.17,Senior Users,0.693,High,Product Explorer,Highly Engaged Users,Recommend Premium Products,1,Buyer
5045,27,Female,Mobile,20.77,10,6,8,0,1,0,18.57,70.2,1,0.35,Adults,0.741,High,Active Browser,Low Retention Users,Send Personalized Offers,1,Buyer
5046,55,Male,Mobile,9.82,9,7,4,0,1,0,13.86,78.22,1,0.16,Senior Users,0.43,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
5047,35,Male,Mobile,22.43,19,14,1,1,1,1,28.03,47.14,1,0.37,Adults,0.505,Medium,Highly Interested User,Interested Users,Recommend Popular Products,0,Non-Buyer
5048,22,Female,Mobile,14.43,1,14,6,1,1,0,16.93,56.39,1,0.24,Young Adults,0.445,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5049,46,Female,Mobile,18.33,2,2,8,0,1,1,10.22,26.2,1,0.31,Senior Users,0.598,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5050,56,Female,Mobile,13.06,9,2,2,1,0,1,13.42,71.48,1,0.22,Senior Users,0.34,Low,Product Explorer,Low Retention Users,Send Personalized Offers,0,Non-Buyer
5051,51,Male,Desktop,5.7,14,7,3,1,1,0,3.54,58.4,1,0.1,Senior Users,0.426,Medium,Active Browser,Interested Users,Recommend Popular Products,1,Buyer
5052,40,Female,Mobile,6.16,15,8,8,1,1,0,7.15,88.23,1,0.1,Mid-Age Users,0.722,High,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
5053,22,Female,Mobile,3.25,14,9,1,0,1,1,2.6,74.61,1,0.05,Young Adults,0.298,Low,Active Browser,Low Retention Users,Send Personalized Offers,0,Non-Buyer
5054,47,Female,Desktop,18.92,8,0,3,1,1,1,23.43,1.89,1,0.32,Senior Users,0.419,Medium,Product Explorer,Casual Visitors,Recommend Popular Products,1,Buyer
5055,23,Male,Mobile,25.61,18,7,4,0,1,1,32.73,80.98,1,0.43,Young Adults,0.677,High,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
5056,21,Female,Mobile,1.6,17,0,3,1,0,1,1.28,2.71,1,0.03,Young Adults,0.446,Medium,Highly Interested User,Interested Users,Recommend Popular Products,1,Buyer
5057,46,Male,Mobile,2.92,7,1,6,1,0,0,4.31,81.38,1,0.05,Senior Users,0.463,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
5058,40,Male,Mobile,14.27,1,12,5,1,1,0,14.51,98.73,1,0.24,Mid-Age Users,0.389,Medium,Visitor,Low Retention Users,Send Personalized Offers,1,Buyer
5059,23,Female,Tablet,22.39,9,9,8,0,0,1,16.07,48.09,1,0.37,Young Adults,0.736,High,Product Explorer,Highly Engaged Users,Recommend Premium Products,1,Buyer
5060,49,Male,Mobile,5.57,9,9,3,1,1,1,7.1,22.69,1,0.09,Senior Users,0.346,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
5061,59,Male,Mobile,8.88,11,9,8,1,0,1,11.2,0.96,1,0.15,Senior Users,0.677,High,Active Browser,Highly Engaged Users,Recommend Premium Products,1,Buyer
5062,35,Male,Mobile,7.73,19,8,0,0,0,1,7.06,15.03,1,0.13,Adults,0.352,Low,Highly Interested User,Interested Users,Recommend Popular Products,0,Non-Buyer
5063,32,Female,Mobile,12.57,6,1,5,1,0,0,14.56,50.38,1,0.21,Adults,0.456,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5064,57,Male,Mobile,7.52,7,14,6,0,0,1,3.92,80.66,1,0.13,Senior Users,0.494,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
5065,49,Female,Desktop,11.23,15,1,8,1,1,1,8.89,87.15,1,0.19,Senior Users,0.756,High,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
5066,26,Female,Tablet,22.13,6,7,0,0,0,0,30.57,68.36,1,0.37,Adults,0.242,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
5067,54,Female,Mobile,18.72,9,4,0,0,1,0,13.71,8.68,1,0.31,Senior Users,0.267,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
5068,27,Male,Mobile,3.35,15,4,1,0,0,1,4.71,99.13,1,0.06,Adults,0.315,Low,Highly Interested User,Low Retention Users,Send Personalized Offers,0,Non-Buyer
5069,37,Female,Desktop,19.49,6,10,5,1,0,0,21.05,74.71,1,0.32,Mid-Age Users,0.502,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
5070,23,Male,Mobile,14.84,7,5,2,1,0,1,20.82,42.65,1,0.25,Young Adults,0.321,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
5071,20,Male,Mobile,28.1,17,7,5,0,1,0,17.73,81.37,1,0.47,Young Adults,0.734,High,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
5072,59,Male,Mobile,9.39,6,7,1,0,0,1,9.05,58.86,1,0.16,Senior Users,0.213,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
5073,28,Male,Mobile,22.06,9,8,9,0,0,1,17.57,60.28,1,0.37,Adults,0.789,High,Product Explorer,Highly Engaged Users,Recommend Premium Products,1,Buyer
5074,34,Female,Mobile,22.19,3,9,5,0,0,1,30.78,97.13,1,0.37,Adults,0.473,Medium,Visitor,Low Retention Users,Send Personalized Offers,1,Buyer
5075,49,Female,Desktop,7.42,14,10,6,0,1,0,6.24,80.11,1,0.12,Senior Users,0.604,Medium,Active Browser,Low Retention Users,Send Personalized Offers,1,Buyer
5076,21,Male,Desktop,27.19,6,2,5,0,0,0,29.6,26.22,1,0.45,Young Adults,0.554,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5077,21,Female,Mobile,15.24,4,8,1,0,0,0,20.23,17.52,1,0.25,Young Adults,0.22,Low,Visitor,Casual Visitors,Recommend Popular Products,0,Non-Buyer
5078,34,Female,Mobile,20.69,16,13,4,1,1,1,15.08,17.23,1,0.34,Adults,0.613,Medium,Highly Interested User,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5079,58,Female,Tablet,5.23,16,10,9,1,0,0,2.85,45.45,1,0.09,Senior Users,0.787,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
5080,36,Male,Mobile,8.48,9,2,5,0,0,1,8.43,38.86,1,0.14,Mid-Age Users,0.476,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5081,22,Female,Desktop,18.0,4,0,7,1,1,1,21.31,45.28,1,0.3,Young Adults,0.572,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5082,49,Male,Mobile,10.25,8,11,8,0,0,1,12.5,6.27,1,0.17,Senior Users,0.639,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5083,39,Female,Mobile,15.49,8,10,4,1,1,0,14.21,20.21,1,0.26,Mid-Age Users,0.452,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5084,23,Male,Mobile,15.73,6,4,6,1,1,0,6.86,49.88,1,0.26,Young Adults,0.533,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5085,52,Male,Desktop,19.58,8,6,3,0,1,0,17.68,75.76,1,0.33,Senior Users,0.424,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
5086,39,Male,Mobile,15.13,9,2,9,1,0,0,9.41,39.33,1,0.25,Mid-Age Users,0.743,High,Product Explorer,Highly Engaged Users,Recommend Premium Products,1,Buyer
5087,18,Female,Mobile,1.13,14,8,4,1,1,0,0.65,39.05,1,0.02,Young Adults,0.451,Medium,Active Browser,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5088,37,Male,Mobile,19.84,14,0,0,1,1,0,15.94,88.38,1,0.33,Mid-Age Users,0.353,Low,Active Browser,Low Retention Users,Send Personalized Offers,0,Non-Buyer
5089,38,Female,Desktop,13.24,18,5,2,1,0,1,16.91,18.19,1,0.22,Mid-Age Users,0.484,Medium,Highly Interested User,Interested Users,Recommend Popular Products,0,Non-Buyer
5090,28,Male,Tablet,10.91,13,14,1,0,0,1,13.84,35.72,1,0.18,Adults,0.334,Low,Active Browser,Interested Users,Recommend Popular Products,0,Non-Buyer
5091,30,Not Specified,Tablet,3.73,15,11,5,0,0,0,4.13,76.35,1,0.06,Adults,0.539,Medium,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
5092,59,Male,Tablet,7.39,3,11,8,1,1,1,9.8,57.46,1,0.12,Senior Users,0.541,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5093,20,Female,Mobile,7.49,6,5,9,1,1,0,7.5,49.88,1,0.12,Young Adults,0.645,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5094,26,Male,Mobile,28.13,17,13,2,0,1,1,20.91,1.18,1,0.47,Adults,0.567,Medium,Highly Interested User,Interested Users,Recommend Popular Products,0,Non-Buyer
5095,29,Male,Mobile,13.54,16,12,1,1,0,0,14.49,1.91,1,0.23,Adults,0.398,Medium,Highly Interested User,Interested Users,Recommend Popular Products,0,Non-Buyer
5096,40,Male,Mobile,2.22,6,7,1,0,1,0,3.16,65.6,1,0.04,Mid-Age Users,0.165,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
5097,31,Female,Desktop,5.03,8,14,5,1,1,0,2.7,62.25,1,0.08,Adults,0.438,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5098,50,Male,Desktop,3.29,13,12,9,1,0,1,4.82,4.45,1,0.05,Senior Users,0.727,High,Active Browser,Highly Engaged Users,Recommend Premium Products,1,Buyer
5099,35,Not Specified,Mobile,18.08,13,2,5,1,1,0,22.5,13.2,1,0.3,Adults,0.604,Medium,Active Browser,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5100,58,Male,Desktop,6.41,17,11,4,0,0,1,7.6,72.26,1,0.11,Senior Users,0.533,Medium,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
5102,40,Female,Mobile,11.73,13,10,6,0,1,1,8.89,99.17,1,0.2,Mid-Age Users,0.617,Medium,Active Browser,Low Retention Users,Send Personalized Offers,1,Buyer
5103,27,Male,Mobile,24.31,7,9,6,0,1,0,33.69,31.25,1,0.41,Adults,0.606,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5104,36,Male,Mobile,10.29,5,10,0,0,1,1,15.14,33.57,1,0.17,Mid-Age Users,0.148,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
5105,22,Female,Mobile,14.29,11,14,9,0,1,1,20.35,41.95,1,0.24,Young Adults,0.769,High,Active Browser,Highly Engaged Users,Recommend Premium Products,1,Buyer
5106,40,Female,Mobile,21.92,9,4,9,1,0,1,13.35,82.77,1,0.37,Mid-Age Users,0.788,High,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
5107,47,Female,Mobile,13.57,4,7,1,0,0,0,16.78,55.73,1,0.23,Senior Users,0.209,Low,Visitor,Casual Visitors,Recommend Popular Products,0,Non-Buyer
5108,42,Male,Mobile,24.0,7,6,2,0,1,0,25.36,85.72,1,0.4,Mid-Age Users,0.382,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,0,Non-Buyer
5109,45,Female,Tablet,20.19,4,2,4,0,0,1,14.3,42.72,1,0.34,Mid-Age Users,0.42,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5110,51,Female,Mobile,12.91,10,14,3,0,0,0,11.0,60.83,1,0.22,Senior Users,0.411,Medium,Active Browser,Casual Visitors,Recommend Popular Products,1,Buyer
5111,42,Female,Mobile,15.62,1,6,7,1,1,0,22.76,0.46,1,0.26,Mid-Age Users,0.509,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5112,27,Male,Tablet,29.05,17,9,3,0,0,0,23.61,57.55,1,0.48,Adults,0.629,Medium,Highly Interested User,Interested Users,Recommend Popular Products,1,Buyer
5113,31,Male,Mobile,20.19,5,7,5,0,1,0,24.99,8.05,1,0.34,Adults,0.491,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5114,59,Male,Mobile,27.24,17,4,8,0,1,1,27.34,19.3,1,0.45,Senior Users,0.894,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
5115,47,Female,Desktop,6.18,3,10,1,0,0,1,6.9,99.75,1,0.1,Senior Users,0.144,Low,Visitor,Low Retention Users,Send Personalized Offers,0,Non-Buyer
5116,58,Male,Mobile,15.01,9,4,7,1,1,1,9.24,63.72,1,0.25,Senior Users,0.631,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5117,42,Female,Desktop,27.35,3,13,4,0,0,1,30.38,86.93,1,0.46,Mid-Age Users,0.452,Medium,Visitor,Low Retention Users,Send Personalized Offers,1,Buyer
5118,31,Female,Mobile,10.36,3,13,9,1,0,1,11.02,5.73,1,0.17,Adults,0.616,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5119,52,Female,Mobile,29.06,9,10,5,0,0,1,35.42,38.46,1,0.48,Senior Users,0.614,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
5120,38,Male,Mobile,3.82,5,0,2,1,0,1,3.01,86.24,1,0.06,Mid-Age Users,0.216,Low,Product Explorer,Low Retention Users,Send Personalized Offers,0,Non-Buyer
5121,27,Female,Mobile,27.18,10,12,7,0,1,0,36.21,41.08,1,0.45,Adults,0.728,High,Active Browser,Highly Engaged Users,Recommend Premium Products,1,Buyer
5122,52,Female,Desktop,13.91,15,7,0,0,1,1,20.1,25.36,1,0.23,Senior Users,0.33,Low,Highly Interested User,Interested Users,Recommend Popular Products,0,Non-Buyer
5123,28,Male,Desktop,3.14,12,12,0,0,0,1,4.34,48.1,1,0.05,Adults,0.21,Low,Active Browser,Interested Users,Recommend Popular Products,0,Non-Buyer
5124,28,Female,Tablet,26.51,6,5,0,0,0,1,23.63,47.09,1,0.44,Adults,0.271,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
5125,38,Female,Desktop,8.31,7,5,7,1,1,0,10.49,99.07,1,0.14,Mid-Age Users,0.555,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
5126,38,Female,Mobile,1.65,7,14,1,0,1,0,1.43,35.45,1,0.03,Mid-Age Users,0.177,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
5127,39,Male,Desktop,4.94,4,4,4,1,0,1,6.73,95.73,1,0.08,Mid-Age Users,0.318,Low,Visitor,Low Retention Users,Send Personalized Offers,0,Non-Buyer
5128,24,Female,Desktop,20.11,13,4,1,0,1,1,17.6,91.2,1,0.34,Young Adults,0.395,Medium,Active Browser,Low Retention Users,Send Personalized Offers,0,Non-Buyer
5129,34,Male,Desktop,29.36,15,13,3,0,0,0,20.14,44.95,1,0.49,Adults,0.599,Medium,Highly Interested User,Interested Users,Recommend Popular Products,1,Buyer
5130,19,Male,Desktop,4.23,18,2,8,1,1,0,4.18,94.5,1,0.07,Young Adults,0.757,High,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
5131,29,Female,Mobile,14.4,18,11,1,0,0,1,9.15,72.89,1,0.24,Adults,0.436,Medium,Highly Interested User,Low Retention Users,Send Personalized Offers,0,Non-Buyer
